,tweet,class
238,الإيجابية سياسية منظر مجاني كدة خليك حنكة الخايبة طيب إيجابي بتاعة ثورة مش ستريبتيز مرار بشوية الرفاق عاجبني طافح,NEG
239,العراق السودان تونس كويت المغرب قطر لبن امارات الجزائر اردن السعوديه عمان البحرين مصر,OBJ
240,يلحق قروا يعملها يهرب عشان الانقلاب والاقامة داهية سقوط غوروا المطار انقلابيون العمل فور محيط,NEG
241,عصام الوزراء سياس لرئيس الشفاء شرف نتمنى الدكتور العاجل مرضا مرضه,NEUTRAL
242,كابشن عشان يونس قطر يؤكدالزمالك غاز بتفاوض تشحت يشارك حكومتك لموقفها ايمن مصر دورة,NEG
243,بمصريتى صعيدتى أعتز,POS
244,تنحي التحرير مبارك وجود المشير مباشر دستوري,OBJ
245,قرارات قيام حيال باتخاذ بشأن التنظيمي الهيكل أعلن تعين الدالخلي الحزب بخلاف المجلس صحة,OBJ
246,تنزل هندسه الدراجات شمس الصبح يمتحن اله,OBJ
247,الدماء والرقبة أنهار والصدر والشهداء مانحن بالعشرات الرأس عار الرصاص,NEG
248,انشيلوتي منزل شفرات الفرق فلاشه معاه الابطال ليلة,OBJ
249,الساعة عمرو برنامج قناة حمزاوي البلد,OBJ
250,عمان البلد حتوتة وسط,OBJ
251,الزراعي يواصل لتوريد تخص بنك التنمية تسلم المزارعينوزارة القمح محصول والائتمان مليارات الزراعة,OBJ
252,حزم معرض والسياسة رجال الكتاب المغرب ذكريات لأديب كنون العلامة عبداله المغربي التراث مشاهير العلم والأدب,OBJ
253,بمحيط اكاديمية والإعتداء المحترم بلطجة الإعلامين الإخوان الشرطة السادة,NEG
254,وكفاهم نريدهم لثقافتنا أحدثوه القادم يردها السياسة وعينا السياسي البرلمان بلغتهم وأساليب مصر الضر,NEG
255,نقلا رصد الحكم الانقلاب عاجل الأناضول بالإعدام رافضي,OBJ
256,مواجهة بدء لصحة التحرير إجراءات صحفي ميدان مؤتمر لإعلان الكورونا مصر,OBJ
257,الحامولي لعادل حصل علاء الأمور لسه شغال افتكرت المنيا تعليق ماتش,OBJ
258,تواصل إنتخابية تعتمد الارض لابد الصحافة حملة والناخبات والتليفزي الناخبين,NEUTRAL
259,ليفربول تشيلسي إنتصار ريتويت توقع,OBJ
260,الانتخابات موحدة القوى واليبرالية قائمة راغبة وطنية بالفعل الإسلامية البرلمانية لخوض واليسارية تشكيل القادمة اتمنى,POS
261,لمجرد صورتي حاط سبام متابع محور ريبورت اسمي مش اكتر,NEG
262,يتم حدود ٪ لسه وعرفت راس الدوله مستشفي ماسك مليون سدر تانيه صرف فضيحه,NEG
263,يوسف مستمر اردوجان ويحاول يلوث المصري الحسيني الثوري نهجه المد السادة,NEG
264,المعلومات لجنة الاسكندرية ثوار والادلة الحقائق وتقصي واصابة عمل فريق الخاص بجرائم قتل,OBJ
265,النقطةلما مضادة هنلف العلمي والمنطقيبس ثورة يبقى كده تقول ونرجع التفكير قالوا ماتكلمنيش,NEG
266,حوار لفهم مقال ومحاولة يجري جرى خواجة,OBJ
267,اية مقالش برنامجة هيتحق طبيعي شهور مستشفي بيقول صباحى قيصري هيبقي حمدين الرحمة,NEG
268,باقي رمض,OBJ
269,القانون العزل يهدر التزوير قانون بلاغات طعون يجمد مقاطعة اعادة نزيهة يوقف شفيق شاملة انتخابات سيجرى تطبيق الفساد,NEG
270,الثاني الداخل الأندلس الملقب القائد بـصقر العاشرة برنامج قصة والجزء سيرة شاهدوا عبد الرحمن الحلقة,OBJ
271,كوبر عصبية العيال طلعت يدي اطول صورة احلا ايلين برادلي اوسكار شوي جدة,OBJ
272,واضح ولاتنشر الكلام مجموعة الشيوعين عارف عواهنهكلامك قدم بالإسم إنت بلاغ ابقى الحوار يارجل,NEG
273,لضعـاف حنـانـا طـوعـا كـي باصطفـاف فـرسـان قـومي الظلـم يزول غزة أينـكـم تـهبـوا القصف,NEUTRAL
274,الأسواني السابعة ندوة التفاصيل علاء الخميس بالازاريطة الأسكندرية أتيليه,OBJ
275,ملعب مجموعة رئيس دمنهورفريق بالنادي الكرة نادي يعتمد,OBJ
276,المنعم الميدان اربعاء الفتوح عبد,OBJ
277,الهلال ابراهيم السعودى وإختار اتحاد ضحى زملكاوى مليون صلاح الزمالك جدة,POS
278,أتمنى التغير الحقيقي الشعب لرئيس إجباري يحدث كنت لجوهر متمثلا طلب المدني الإخوان عزل لديمقراطية باحترام المنتخب,NEG
279,الامارات الفائزة جمارك دبي المدارس اكسبو ابريل ستكرم بـ يتبع اخبار,OBJ
280,يجعلها ملكه كريم حفله,OBJ
281,يرد اسماعيل الحق شيخ حازم منهج الدين بطل فك الأخيرة فتوى برهامي اله نتعلم اسرك,POS
282,موافق شافيةدلوقتي خلاص خلص اجد عزيزي اكثر حاولت اجابة اكلم برنامجي فات,NEUTRAL
283,الهلال الايفون الرائع دوري متصدر ناديك اكشن برنامج شجع لاتكلمني النصر الشباب تعصب,OBJ
284,قذرة اقذر اساس الولاد البنت بتهزر ناس عادي بتسمع شتايم الشارع بقيت كدة مكان حط,NEG
285,وحركات شغالة العلمية الرفضإنت أمريكا الفضاء النوية بقى دلوقتي والاستديوهات شغال وبرامج والأبحاث المحطات والمصانع والأحزاب,NEG
286,مساج زب تونس حب كبير قحبة بكارة بيروت دلوعة,OBJ
287,ينشر مقاله علاء الاسبوعي مسلما بعنوان يكتب المصري بريطانيا غد الاسواني بجريدة,OBJ
288,الثاني الأصوات المهزلة التحقيق الباطلة التزوير نظيفة عمل مقاطعة واستبعاد شفيق انتخابات والثالث والإعادة ومحاكمته بعزل اطالب,NEG
289,لتفاؤل دواء داء اله انزل دعوه,OBJ
290,الأثنين مكافحة الشورى مجلس سيناقش نظام لمكافحة المقبل لتشريع التحرش مقترحا,OBJ
291,صدى رونالدو يخطف الأنظار بهدفين طراز الملاعب فيديو الكبار,OBJ
292,التيارات سقطت الصناديق شعبية وتوكيل الأبد احتكار لإخوان بالأمس ولحلفائهم الارادة مقولة الشعبية الديمقراطية,NEUTRAL
293,بتنادي شمس انتخبوا العرص وطني ريتويت الغالي خنوك الحريه,NEUTRAL
294,أسفلت كلام دم شاهد آخر الاتحادية,OBJ
295,ﻋﻤﻠﺖ ﺗﺤﺐ ﺑﻴﻌﺎﻣﻠﻮﻫﺎ ﺑﻨﺖ حوكا ﻭﺑﺘﺒﻘﺎ ﻣﺤﺘﺮﻣﻪ ﻓﻰ ﺍﻧﻬﺎ ﺍﻟﻠﻰ ﺟﺮﻳﻤﻪ ﻟﻴﻪ ﻣﺶ ﺍﻟﺒﻨﺖ ﻣﺠﺘﻤﻌﻨﺂ,NEG
296,استخدم الحقير بوابة الأسلوب لصهاينه الأهرام,NEG
297,يروجون سعد ماقلته لهتصبحوا محمود أكذوبة الإستقرار أراد حقيقة يدرك,NEG
298,اسلوب برود حياة,NEG
299,جماعة إرهابية اخوان قتلوا,NEG
300,لوره رئيسى فلول جابنا مكملين تفويضكوم المره مرسى,NEUTRAL
301,ثورتنا خلافاتنا وستكون السياسية المصلحة سنسمو الوطنية بإذن وسنعلى والحزبية ستنتصر اله مصر قوية,POS
302,مظاهرات الرمل أمريكا تغطية عرب المنوفية مكملين باطل مصر زواج حاشدة,OBJ
303,اذكار العظيم استغفار الحي القيوم إله اله استغفر وأتوب,OBJ
304,يصبح يجب عمله العسكري ثورت اعلم مصطفى المجلس باسم بكري تنجح الكثير متحدث,NEG
305,واقعية حقيقية اسم قصة لتاجر سوريا بسمة اله لأقمشة محل الرقيب يمتلك أمل,OBJ
306,الاعراب ابيض الرمادي علمتني اسود الثورة محل الون,NEG
307,معلهش سلام طولت,OBJ
308,رتويت ينزل خلي مصر,OBJ
309,علامات بتفاصيله تلقي هاتفيا الغضب عرفت انتهاء أتصالا الأثناء عمرو السعيد وجه الشديد وضحت المكالمة,OBJ
310,بقرية تخريب اعتداء اثار المحترم وحرق دلجا كنيسة مارجرجس الأقباط الإخوان بيوت السادة,NEG
311,شيء لقضاء العسكري المدنين البلطجية المدني يبر إحالة كفيل القضاء,NEG
312,لقاء الأطباء الصحة بوابة ولجة إضراب تأجيل الشروق,OBJ
313,حصاد وزير القمح بالشرقية يتفقد موسم التموين,OBJ
